Тип записи;0_Код;1_Полное наименование;1_Краткое название;1_Главное ЛПУ;1_Адресная строка;1_Индекс;1_Область;"""1_слово """"Область""""""";1_Район;"""1_слово """"Район""""""";1_тип населенного пункта;1_Населенный пункт;1_Название улицы;1_Тип улицы;1_Дом;"""1_""""буква"""" дома""";1_корпус;1_строение;1_код общего телефона;1_Дополнительная информация;1_Тип аптеки;0_GUID;0_Признак закрытого ЛПУ;0_Причина закрытия;0_Дата закрытия;0_Дата повторного открытия после закрытия;0_Полное наименование согласно документам;1_Административный округ по территориальной принадлежности;1_Руководитель;0_Пол руководителя;1_Должность руководителя;0_Идентификатор в адресном реестре;1_телефон руководителя;1_факс;1_Дни, по которым выполняется данное расписание;1_Часы работы;1_Дни, по которым выполняется данное расписание;1_выходные дни;1_специализация;1_платные услуги;1_бесплатные услуги;1_Коечный фонд;1_Отделения;1_Лекарственное обеспечение;1_Смены заездов в санатории;1_Койкофонд;1_Уровень стационара
Аптеки льготные;118;Государственное бюджетное учреждение здравоохранения 'Диагностический клинический центр № 1 Департамента здравоохраненя г. Москвы'(Филиал № 2). OAO'Фармимэкс' аптечный пункт № 7;Аптечный пункт № 7;ОАО 'Фармимэкс';117342, г.Москва, ул.Введенского, 14-а;125009;Москва;область;;;город;Москва;Введенского;улица;14;а;;;(495)333-94-71;"Пн 10:00 - 19:00; Вт 10:00 - 19:00; Ср 10:00 - 19:00; Чт 10:00 - 19:00; Пт 10:00 - 19:00";Аптечный пункт;85978607;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;119;Филиал № 2 Государственного бюджетного учреждения здравоохранения 'Городская поликлиника № 134 Департамента здравоохраненя г. Москвы'. OAO'Фармимэкс' аптечный пункт № 11;Аптечный пункт № 11;ОАО 'Фармимэкс';117321, г.Москва, ул.Профсоюзная, 154,корп.4;125009;Москва;область;;;город;Москва;Профсоюзная;улица;154;;4;;(495)338-10-22;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85978608;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;120;"Государственное бюджетное учреждение здравоохранения ""Консультативно-диагностическая поликлиника № 121 Департамента здравоохраненя г. Москвы"" Филиал № 2. OAO'Фармимэкс' аптечный пункт № 13";Аптечный пункт № 13;ОАО 'Фармимэкс';117042, г.Москва ул. Веневская,27;125009;Москва;область;;;город;Москва;Веневская;улица;27;;;;(495)716-62-36;"Пн 10:00 - 17:00; Вт 10:00 - 17:00; Ср 10:00 - 17:00; Чт 10:00 - 17:00; Пт 10:00 - 17:00";Аптечный пункт;85978609;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;121;Государственное бюджетное учреждение здравоохранения 'Городская поликлиника № 134 Департамента здравоохраненя г. Москвы'. OAO'Фармимэкс' аптечный пункт № 16;Аптечный пункт № 16;ОАО 'Фармимэкс';117574, г.Москва,Новоясеневский пр-т 24 кор.2;119530;Москва;область;;;город;Москва;Новоясеневский;Проспект;24;;2;;(495)423-84-00;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 16:00";Аптечный пункт;85978610;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;122;"Государственное бюджетное учреждение здравоохранения ""Консультативно-диагностическая поликлиника № 121 Департамента здравоохраненя г. Москвы"" Филиал № 3. OAO'Фармимэкс' аптечный пункт № 28";Аптечный пункт № 28;ОАО 'Фармимэкс';117623, г.Москва ул. 2-я Мелитопольская д.13;119530;Москва;область;;;город;Москва;2-я Мелитопольская;улица;13;;;;(495)712-61-18;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85978611;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;1;Филиал № 3 Государственного бюджетного учреждения здравоохранения Городская поликлиника N 67 Департамента здравоохраненя г. Москвы. ЮАО аптечный пункт № 12;Аптечный пункт № 12;ЗАО 'ВИЛАРД';115407, Москва, ул.Затонная д.11 к.2;127473;Москва;область;;;город;Москва;Затонная;улица;11;;2;;(499)616-22-11;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 17:00";Аптечный пункт;85972492;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;2;"Государственное бюджетное учреждение здравоохранения ""Городская поликлиника N 166 Департамента здравоохраненя г. Москвы"". ЮАО аптечный пункт № 26";Аптечный пункт № 26;ЗАО 'ВИЛАРД';115551, Москва, ул. Домододедовская 9;127473;Москва;область;;;город;Москва;Домодедовская;улица;9;;;;(495)343-35-55;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00; Вс 09 - 16:00;";Аптечный пункт;85972493;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;4;Государственное бюджетное учреждение здравоохранения Городская поликлиника № 170 Департамента здравоохраненя г. Москвы. ЮАО аптечный пункт № 16;Аптечный пункт № 16;ЗАО 'ВИЛАРД';117545, Москва, ул. Подольских курсантов,2,к2;127473;Москва;область;;;город;Москва;Подольских Курсантов;улица;2;;2;;(495)382-26-88;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972495;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;5;Филиал № 3 Государственного бюджетного учреждения здравоохранения Городская поликлиника N 52 Департамента здравоохраненя г. Москвы. ЮАО аптечный пункт № 17;Аптечный пункт № 17;ЗАО 'ВИЛАРД';115372, Москва, ул. Лебедянская, д. 10;127473;Москва;область;;;город;Москва;Лебедянская;улица;10;;;;(495)329-71-55;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972496;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;6;"Филиал № 2  Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 210 Департамента здравоохраненя г. Москвы"". ЮАО аптечный пункт № 27";Аптечный пункт № 27;ЗАО 'ВИЛАРД';115408, Москва, ул. Алмаатинская д.3 к.3;127473;Москва;область;;;город;Москва;Алма-Атинская;улица;3;;;;(495)341-40-43;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972497;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;8;Филиал №4 Государственного бюджетного учреждения здравоохранения 'Городская поликлиника №2 Департамента здравоохраненя г. Москвы'. ЮАО аптечный пункт № 19;Аптечный пункт № 19;ЗАО 'ВИЛАРД';117748, Москва, Сев.Чертаново,корп.805;127473;Москва;область;;;город;Москва;Чертаново Северное;микрорайон;805;;;1;(495)318-79-41;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00; Вс 09 - 16:00;";Аптечный пункт;85972499;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;9;"Государственное бюджетное учреждение здравоохранения ""Городская поликлиника N 210 Департамента здравоохраненя г. Москвы"". ЮАО аптечный пункт № 32";Аптечный пункт № 32;ЗАО 'ВИЛАРД';115211, Каширское ш., д.57, корп.4;127473;Москва;область;;;город;Москва;Каширское;шоссе;57;;1;;(495)344-67-18;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972500;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;10;Филиал № 2  Государственного бюджетного учреждения здравоохранения Городская поликлиника № 170 Департамента здравоохраненя г. Москвы. ЮАО аптечный пункт № 31;Аптечный пункт № 31;ЗАО 'ВИЛАРД';117519, Москва, Варшавское ш,148,к1;127473;Москва;область;;;город;Москва;Варшавское;шоссе;148;;1;;(495)386-91-90;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972501;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;13;"Филиал №  1  Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 8 Департамента здравоохраненя г. Москвы"". ЗАО ФТК'Время' аптечный пункт № 6";Аптечный пункт № 6;ЗАО 'ФТК 'Время';117454, г.Москва пр-т Вернадского, д30;119530;Москва;область;;;город;Москва;Вернадского;Проспект;30;;;;(499)431-29-90;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972504;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;14;Филиал № 2 Государственного бюджетного учреждения здравоохранения 'Городская поликлиника N 219 Департамента здравоохраненя г. Москвы'. ЗАО 'СИА ИНТЕРНЕЙШНЛ ЛТД' аптечный пункт № 35;Аптечный пункт № 35;ЗАО 'СИА Интернейшнл ЛТД';123480, Б-р Яна Райниса, 4/5;125363;Москва;область;(495)494-94-91;;город;Москва;Яна Райниса;Бульвар;4;;;;(495)494-94-91;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972505;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;15;"Филиал Государственного бюджетного учреждения здравоохранения ""Городская поликлиника № 115 Департамента здравоохраненя г. Москвы"" Городская поликлиника № 128. ЗАО 'СИА ИНТЕРНЕЙШНЛ ЛТД' аптечный пункт № 36";Аптечный пункт № 36;ЗАО 'СИА Интернейшнл ЛТД';123448, Пр-т Маршала Жукова,64/2;125363;Москва;область;;;город;Москва;Маршала Жукова;Проспект;64;;2;;(495)947-67-42;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972506;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;16;"Филиал № 4  Государственного бюджетного учреждения здравоохранения ""КДиагностический центр № 4 Департамента здравоохраненя г. Москвы"". ЗАО ФТК'Время' аптечный пункт № 8";Аптечный пункт № 8;ЗАО 'ФТК 'Время';121108, г.Москва ул.Кастанаевская, д.47;119530;Москва;область;;;город;Москва;Кастанаевская;улица;47;;1;;(499)146-73-74;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972507;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;17;"Филиал №  5 Государственного бюджетного учреждения здравоохранения ""КДиагностический центр № 4 Департамента здравоохраненя г. Москвы"". ЗАО ФТК'Время' аптечный пункт № 10";Аптечный пункт № 10;ЗАО 'ФТК 'Время';121353, г.Москва ул.Беловежская, д.45;119530;Москва;область;;;город;Москва;Беловежская;улица;45;;;;(000)000-00-00;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00";Аптечный пункт;85972508;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;18;"Филиал № 2  Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 166 Департамента здравоохраненя г. Москвы"". ЮАО аптечный пункт № 14";Аптечный пункт № 14;ЗАО 'ВИЛАРД';115516, Москва, Кавказский б-р,45;127473;Москва;область;;;город;Москва;Кавказский;Бульвар;45;;;;(495)325-06-55;"Пн 09:00 - 20:00; Вт 09:00 - 20:00; Ср 09:00 - 20:00; Чт 09:00 - 20:00; Пт 09:00 - 20:00; Сб 09:00 - 16:00";Аптечный пункт;85972509;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;19;"Государственное бюджетное учреждение здравоохранения ""Городская поликлиника №218 Департамента здравоохраненя г. Москвы"" Филиал №4 (Городская поликлиника №153). СВАО аптечный пункт №65";Аптечный пункт №65;ЗАО 'ВИЛАРД';127224, г.Москва,ул. Грекова, д. 12;127473;Москва;область;;;город;Москва;Грекова;улица;12;;;;(499)478-76-55;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972510;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;21;"Государственное бюджетное учреждение здравоохранения ""Городская поликлиника № 209 Департамента здравоохраненя г. Москвы"". ЗАО ФТК'Время' аптечный пункт № 17";Аптечный пункт № 17;ЗАО 'ФТК 'Время';117607, г.Москва ул.Раменки, д.29;119530;Москва;область;;;город;Москва;Раменки;улица;29;;;;(495)932-20-54;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972512;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;22;"Филиал № 3  Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 210 Департамента здравоохраненя г. Москвы"". ЮАО аптечный пункт № 20";Аптечный пункт № 20;ЗАО 'ВИЛАРД';115409, Москва, ул.Кошкина д.21;127473;Москва;область;;;город;Москва;Кошкина;улица;21;;;;(499)323-07-11;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972513;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;23;"Государственное бюджетное учреждение здравоохранения ""Городская поликлиника №218 Департамента здравоохраненя г. Москвы"" Филиал №5 (Городская поликлиника №215). СВАО аптечный пункт №67";Аптечный пункт №67;ЗАО 'ВИЛАРД';129347, г.Москва,ул.Ротарта д.12;127473;Москва;область;;;город;Москва;Ротерта;улица;12;;;;(499)188-89-47;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972514;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;24;Государственное бюджетное учреждение здравоохранения 'Городская поликлиника № 180 Департамента здравоохраненя г. Москвы'. ЗАО 'СИА ИНТЕРНЕЙШНЛ ЛТД' аптечный пункт № 45;Аптечный пункт № 45;ЗАО 'СИА Интернейшнл ЛТД';125222, Уваровский пер.,4;125363;Москва;область;;;город;Москва;Уваровский;переулок;4;;;;(495)754-89-42;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972515;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;27;Филиал № 3 Городской поликлиники № 226 Государственное бюджетное учреждение здравоохранения 'Городская поликлиника N 180 Департамента здравоохраненя г. Москвы'. ЗАО 'СИА ИНТЕРНЕЙШНЛ ЛТД' аптечный пункт № 42;Аптечный пункт № 42;ЗАО 'СИА Интернейшнл ЛТД';123627, Пятницкое шоссе, 29/3;125363;Москва;область;;;город;Москва;Пятницкое;шоссе;29;;3;1;(495)751-39-70;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972518;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;28;"Государственное бюджетное учреждение здравоохранения ""Городская поликлиника №107 Департамента здравоохраненя г. Москвы"" Филиал №4 (Городская поликлиника №165). СВАО аптечный пункт №61";Аптечный пункт №61;ЗАО 'ВИЛАРД';127490, г.Москва,ул. Пестеля, д. 6-а;127473;Москва;область;;;город;Москва;Пестеля;улица;6;А;;;(499)203-39-99;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972519;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;30;"Филиал № 3  Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 5 Департамента здравоохраненя г. Москвы"". ООО'БИОТЭК' аптечный пункт № 12";Аптечный пункт № 12;ООО 'Биотэк';105066, Москва,Ольховская ул.,д.35;127238;Москва;область;;;город;Москва;Ольховская;улица;35;;1;;(499)261-06-46;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972521;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;33;Филиал №1 Государственного бюджетного учреждения здравоохранения 'Городская поликлиника №2 Департамента здравоохраненя г. Москвы'. ЮАО аптечный пункт № 4;Аптечный пункт № 4;ЗАО 'ВИЛАРД';117208, Москва, ул. Чертановсая,14;127473;Москва;область;;;город;Москва;Чертановская;улица;14;;1;;(495)312-11-23;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00; Вс 09 - 18:00;";Аптечный пункт;85972524;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;34;"Филиал № 2   Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 46 Департамента здравоохраненя г. Москвы"". ООО'БИОТЭК' аптечный пункт № 20";Аптечный пункт № 20;ООО 'Биотэк';109316, Москва,ул.Иерусалимская,4;127238;Москва;область;;;город;Москва;Иерусалимская;улица;4;;;;(495)676-39-57;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972525;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;35;"Филиал № 2  Государственного бюджетного учреждения здравоохранения ""Городская поликлиника N 214 Департамента здравоохраненя г. Москвы"". ЮАО аптечный пункт № 5";Аптечный пункт № 5;ЗАО 'ВИЛАРД';115953, Москва, ул.Гененерала Белова д.19 к.2;127473;Москва;область;;;город;Москва;Белова Генерала;улица;19;;2;;(495)394-81-11;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00";Аптечный пункт;85972526;;;;;;;;;;;;;;;;;;;;;;;;;
Аптеки льготные;36;Филиал № 2   Государственного бюджетного учреждения здравоохранения 'Городская поликлиника N 68 Департамента здравоохраненя г. Москвы'. ООО'БИОТЭК' аптечный пункт № 1;Аптечный пункт № 1;ООО 'Биотэк';119121, Москва,Плющиха ул., д.42/2;127238;Москва;область;;;город;Москва;Плющиха;улица;42;;;1;(499)245-19-01;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 16:00";Аптечный пункт;85972527;;;;;;;;;;;;;;;;;;;;;;;;;
